pid,week,module,activity,date,rct
5caa61abcb4af3001640e877,4,,weekly_survey,2022-11-28 17:56:57,1
5fe3740d2738affd7cad1bc0,4,,weekly_survey,2022-11-28 17:47:57,1
62ebd08bd6729790ced8587f,4,,weekly_survey,2022-11-28 17:43:46,1
61470066dce66ce341df39c1,4,,weekly_survey,2022-11-28 17:33:25,1
63468948a737d638cacf18bb,4,,weekly_survey,2022-11-28 17:32:45,1
6173a7aa2d3f11e56d9f96f2,4,,weekly_survey,2022-11-28 17:27:32,1
5ed68c770e41400dd0056c55,4,,weekly_survey,2022-11-28 17:24:24,1
603ce90d158dc4ae761a15fa,4,,weekly_survey,2022-11-28 17:05:09,1
5c4b987538878c0001c7883b,4,,weekly_survey,2022-11-28 15:46:22,1
5f493fea06249046a8db8569,4,,weekly_survey,2022-11-28 15:43:25,1
5dbb0562b1df1b110ead5bba,4,,weekly_survey,2022-11-28 15:17:51,1
5bbbcd283895e3000163213f,4,,weekly_survey,2022-11-28 15:11:23,1
5fc0ddfbcfc57d00094c4b3d,4,,weekly_survey,2022-11-28 15:07:29,1
60ddcc052137212419247c3c,4,,weekly_survey,2022-11-28 15:02:36,1
60c20abfdccab926283d8f7f,4,,weekly_survey,2022-11-28 14:59:35,1
62ce97db1fa788670dea28c2,4,,weekly_survey,2022-11-28 14:56:38,1
5c158ec0c6b01c0001bcfa72,4,,weekly_survey,2022-11-28 14:49:13,1
5e41630f6391e10286e2bddf,4,,weekly_survey,2022-11-28 14:41:03,1
634d73a0b235813241e9532a,4,,weekly_survey,2022-11-28 14:35:35,1
62a71ce6a09aa213bd5c3de9,4,,weekly_survey,2022-11-28 14:31:13,1
5d9261e776e8dd00195f28f2,4,,weekly_survey,2022-11-28 14:30:19,1
5efb98c3d5919f121a986486,4,,weekly_survey,2022-11-28 14:30:15,1
5cf510ccb0bafb00161ffd56,4,,weekly_survey,2022-11-28 14:26:29,1
5f34625f68dec936969152b0,6,,weekly_survey,2022-12-17 17:52:42,1
612cb8ab5ad60fc4504e073f,6,,weekly_survey,2022-12-16 07:50:33,1
5d575f44182f9f001900a380,6,,weekly_survey,2022-12-14 23:36:32,1
5d2fc33c3af1410018f872ae,6,,weekly_survey,2022-12-14 21:13:27,1
